time,current,cpu_cycles_0,insns_0,cache_hit_0,cache_miss_0,br_insns_0,br_miss_0,bus_cycles_0,cpu_cycles_1,insns_1,cache_hit_1,cache_miss_1,br_insns_1,br_miss_1,bus_cycles_1,cpu_cycles_2,insns_2,cache_hit_2,cache_miss_2,br_insns_2,br_miss_2,bus_cycles_2,cpu_cycles_3,insns_3,cache_hit_3,cache_miss_3,br_insns_3,br_miss_3,bus_cycles_3
40713300,2.196000,576393,355293,137059,1720,79979,3741,283962,100901788,46129946,14853295,5116083,3844257,69286,50443863,28309,13418,4621,45,1070,149,5022,23687,10596,3521,34,703,92,2506
40814779,2.232000,605243,357438,137933,1821,79747,4068,298376,100909319,49130279,14794701,5030090,4730291,68859,50447672,28317,12707,4579,42,1045,142,4908,23218,10576,3524,36,702,90,2320
40916255,2.248000,626684,366750,142167,1868,80846,4288,309205,100903005,46568213,14982963,5078507,3927953,69971,50444475,28782,13432,4622,41,1070,145,5189,49931,22813,8731,112,2060,350,15779
41017735,2.200000,601168,359838,138783,1876,80712,3997,296402,100904624,45476205,14890970,5131015,3647528,69403,50445236,28870,12705,4578,44,1048,143,5051,45743,19305,7344,106,1616,258,13512
41119205,2.200000,553869,343742,132115,1587,78499,3444,272741,100899156,49125114,14792293,5027627,4730950,68949,50442515,22875,10587,3521,25,702,93,2277,83039,36968,14746,235,3639,660,32138
41220691,2.248000,626329,368744,141653,1975,81442,4413,309023,100909327,47152674,14930580,5068222,4115328,69885,50447763,23011,10553,3522,27,703,92,2287,23494,10612,3523,39,702,91,2418
41322166,2.200000,556785,346113,132875,1594,78774,3702,274199,100900586,45573091,15090300,5094415,3606354,70417,50443284,22870,10568,3522,26,702,93,2257,22915,10583,3519,33,702,95,2290
41423629,2.200000,570651,349072,134207,1697,78958,3691,281102,100896799,48348428,14651435,5071355,4555315,68276,50441337,23068,10551,3520,26,702,91,2308,50033,23049,8647,112,2282,359,15763
41525222,2.248000,621842,361497,139164,1953,80816,4129,306613,100909830,47729569,14868623,5059574,4304822,69272,50447921,23045,9865,3450,26,690,90,2101,48107,18575,7310,108,1593,261,15272
41626698,2.208000,559267,347241,133434,1604,78913,3609,275425,100902326,45579426,15091695,5095105,3607584,70381,50444251,22775,10573,3522,25,702,90,2229,84320,37317,14838,232,3788,647,32822
41728223,2.188000,654510,383114,148669,2248,81951,4339,300693,100902352,47728272,14698941,5087178,4361843,68492,50444249,28360,13341,4609,43,1061,148,5035,23047,10631,3522,32,703,92,2287
41829689,2.248000,549781,340924,130625,1685,78183,3503,270743,100900360,48355412,14830128,5044223,4495313,69198,50443056,22736,10555,3521,26,702,94,2201,22612,10575,3522,33,702,90,2174
41931240,2.236000,887498,447445,173643,2316,90793,6339,439529,100962481,45506426,15074980,5093156,3598181,70563,50474182,23562,10555,3520,27,702,91,2610,2128495,1496383,593283,4196,197904,19141,1054981
42032732,2.204000,589949,354270,136253,1753,80275,3698,290706,100908302,47189719,14759117,5092511,4182452,68796,50447210,23025,9864,3477,25,683,89,2256,62374,21822,8427,246,1873,513,21545
42134220,2.248000,609504,356668,137342,1854,80073,3926,300481,100912164,48930229,14777559,5034003,4679430,68879,50449049,23292,10556,3522,25,702,92,2445,154036,60389,25261,625,6064,1596,67750
42235693,2.248000,598251,361231,138696,1875,80758,4044,294876,100904300,45548365,15083639,5099524,3603452,70208,50445094,22812,10555,3521,25,702,91,2202,23578,10629,3522,36,702,96,2362
42337205,2.204000,605384,357892,138115,1956,79721,4052,298559,100904135,46565501,14798640,5108378,3992720,68926,50445039,22975,9864,3452,25,679,90,2269,23016,10551,3524,33,702,91,2337
42438684,2.248000,625604,372743,144806,1848,81518,4283,308645,100901707,49130832,14794863,5029702,4730648,68933,50443797,22775,10585,3520,26,702,94,2280,46607,20174,7588,138,1735,342,14067
42540159,2.252000,606337,364257,140707,1814,81270,4038,298916,100908196,46020751,15008203,5093140,3766842,69914,50447117,22690,10575,3521,25,702,91,2202,49749,20952,7956,148,1781,327,15515
42641745,1.720000,1508643,641860,248648,3256,116089,9348,750136,90749942,43102008,13499279,4303371,3975128,85379,45368021,3546339,1300587,513796,11741,152600,30776,1763978,2502460,1190689,399889,8228,156856,23696,1241853
42743243,1.264000,829905,453295,177792,3039,92866,6512,410712,334358,125127,54036,1441,13269,2852,158414,138207,61042,25269,483,6717,1280,60390,337249,128302,53328,1385,13105,2828,159934
42844694,1.264000,512930,346168,132739,1813,80238,3570,252196,58234,27894,11015,287,2578,510,19674,47738,21827,8251,217,1874,470,14524,23493,10653,3526,36,706,98,2254
42946114,1.256000,615172,394491,153731,2293,84608,4867,303354,23450,9881,3488,43,692,89,2345,23000,10594,3524,27,710,94,2241,51505,24247,9199,174,2425,493,16545
43047541,1.260000,497825,338551,129598,1715,78461,3486,244682,22473,9882,3482,36,692,86,1965,22441,10608,3523,26,710,93,2074,46430,20589,7890,189,1788,347,14005
43148977,1.248000,554317,357542,137580,1979,80319,4094,272986,22698,9878,3474,39,687,88,2095,22581,10596,3527,27,710,91,2178,597281,200757,79398,2638,25164,6544,289413
43250463,1.260000,1200905,645009,247582,2340,119186,9006,596332,83393,30661,11800,301,3099,756,32432,23342,10547,3521,27,702,90,2579,2693209,1914905,789729,6393,249213,25318,1337903
43352143,1.260000,625400,379283,146771,2123,83293,4772,308468,23071,10608,3523,37,706,90,2222,22578,10573,3525,28,707,93,2078,23350,10654,3523,37,710,93,2195
43454185,1.208000,549965,362686,140300,1866,80547,4264,270681,22530,10561,3523,37,706,89,2116,22563,10573,3522,28,706,89,2161,47765,21177,8380,181,1879,416,14543
43556221,1.204000,555168,364303,140792,2023,81028,4342,273408,22510,9877,3467,36,686,87,2027,22481,10600,3525,28,706,93,2128,45798,20905,7930,168,1787,353,13633
43658314,1.208000,582719,377724,146881,2310,82267,4824,287189,29078,12974,4672,61,1077,175,5365,22444,10576,3525,28,706,91,2133,63613,27831,10701,249,2635,630,22549
43760483,1.204000,549499,361261,139752,2030,80396,4275,270574,22527,9878,3480,35,686,87,1993,22433,10619,3525,28,706,92,2086,22655,10594,3523,36,706,95,2124
43862503,1.196000,509438,342889,131784,1804,78319,3736,250559,22305,9874,3470,37,683,85,1948,22427,10609,3523,28,706,92,2073,44135,21231,8078,179,1828,348,12898
43964532,1.200000,545824,362197,140191,1899,80409,4169,268722,22334,9875,3465,37,688,86,1984,22302,10566,3524,28,706,91,2078,22641,10588,3524,38,710,89,2150
44066628,1.192000,613817,375397,145742,2367,82025,4896,302757,22515,10565,3523,37,706,91,2090,22375,10589,3525,28,706,91,2103,44340,21003,8011,160,1797,342,13048
44168736,1.208000,655474,414795,154033,2390,84811,5301,304568,22858,9862,3477,37,676,86,2190,22519,10630,3522,28,702,90,2124,90485,41474,15989,356,4319,933,35967
44270768,1.204000,508961,343991,132110,1792,78646,3703,250223,22373,10562,3526,36,706,90,2107,22401,10652,3525,28,706,91,2051,22988,10661,3523,41,706,92,2137
44372787,1.236000,547524,361899,139673,1959,80416,4293,269559,22439,9876,3466,37,680,86,1980,22505,10586,3524,28,707,92,2071,43095,20235,7663,151,1738,329,12333
44474795,1.200000,557447,367543,142444,2069,81126,4277,274563,22397,10555,3525,36,706,90,2063,22260,10566,3525,28,706,90,2024,22919,10632,3526,38,710,93,2191
44576833,1.248000,691272,453470,172626,3490,90718,5537,341491,22495,10548,3523,37,702,91,2074,22266,10577,3522,29,702,89,2090,42323,19952,7532,123,1692,309,11954
44678959,1.204000,541780,361511,139203,1996,81317,4200,266711,22730,9864,3474,36,683,87,2058,22515,10619,3520,28,702,91,2070,73688,34798,13799,261,3367,652,27571
44780983,1.196000,513409,345730,132678,1825,79240,3755,252560,119760,50726,19875,486,5175,1406,50611,22465,10593,3523,28,706,93,2123,23235,10649,3525,40,706,90,2325
44883011,1.204000,533477,354937,136715,1965,79863,4139,262561,22931,10571,3520,40,706,92,2148,22381,10591,3523,29,706,91,2047,42724,20029,7570,145,1733,315,12181
44985037,1.188000,508882,343300,131832,1741,78487,3731,250234,22473,9874,3466,37,687,90,1975,22231,10586,3523,29,706,91,2032,22784,10606,3524,37,710,94,2127
45087128,1.204000,590733,379635,146863,2278,82852,4887,291271,22584,9878,3471,37,685,87,1996,22452,10628,3524,29,706,92,2104,42035,19841,7525,128,1700,286,11847
45189160,1.204000,575986,379461,147048,1974,83044,4534,283837,22998,9864,3471,35,683,91,2173,22536,10592,3521,28,702,91,2102,72753,34629,13831,244,3316,616,27192
45291181,1.204000,547238,361335,138572,2082,80698,4335,269434,22486,10571,3523,36,706,93,2061,22475,10609,3522,30,707,92,2088,67900,30091,11757,283,2853,566,24673
45393202,1.200000,516029,347272,133580,1825,78998,3825,253822,22535,10563,3524,36,706,93,2116,22369,10569,3525,28,706,90,2051,43141,20414,7598,139,1780,315,12304
45495218,1.200000,522561,350388,135095,1953,78987,3849,257064,22361,10559,3523,36,706,93,2036,22296,10574,3524,28,706,92,2008,22609,10598,3524,37,710,90,2122
45597307,1.204000,522775,350462,134374,1837,79308,3974,257220,22470,9878,3480,36,681,88,1999,22328,10599,3526,28,706,90,2024,42305,20320,7556,133,1760,310,12006
45699338,1.200000,558364,367350,141919,2106,81468,4436,275028,22685,10539,3519,36,702,93,2231,22378,10558,3521,28,702,91,2130,73084,35061,13849,264,3399,612,27289
45801369,1.204000,510018,345377,132663,1801,79000,3660,250833,23675,10759,3526,37,706,90,2051,22118,10560,3523,28,707,90,1990,22718,10627,3525,38,706,95,2088
45903396,1.184000,544033,360282,139183,2046,80204,4214,267803,22414,9878,3475,36,682,87,1982,22208,10561,3525,28,706,92,1998,43073,20395,7608,141,1790,306,12374
46005418,1.204000,507487,342395,131629,1746,78260,3706,249567,22476,9877,3471,37,684,89,2001,22318,10587,3523,28,706,93,2019,22684,10628,3527,36,710,92,2128
46107471,1.200000,614683,394265,153932,2332,84227,5111,303213,28218,13649,4739,54,1100,159,4947,22571,10589,3524,28,707,91,2138,58733,28959,11060,184,2743,486,20114
46209502,1.204000,529155,353983,136161,1905,79579,4096,260407,22625,9866,3480,36,684,86,2040,22302,10562,3521,28,703,92,2051,55335,26115,9955,170,2459,435,18416
46311521,1.204000,541411,359790,139053,1949,80241,4215,266512,22565,9875,3481,36,687,87,1990,22263,10560,3522,28,706,91,2006,22794,10602,3524,38,710,92,2123
46413665,1.200000,513995,344247,132399,1857,78416,3783,252831,22448,9879,3466,36,683,88,1995,22362,10564,3523,28,706,94,2074,42552,19505,7476,141,1753,282,12055
46515689,1.204000,546440,362296,140193,1899,80368,4199,269020,22506,10576,3522,37,706,91,2095,22237,10589,3524,28,706,95,1994,22618,10609,3524,38,710,89,2188
46617716,1.200000,521751,348755,134096,1904,79134,3877,256723,22577,9877,3468,36,687,88,2042,22409,9876,3480,28,680,87,1991,61249,30425,11668,191,2869,514,21457
46719744,1.204000,553542,365480,141605,1998,80866,4330,272579,22594,10561,3525,36,706,92,2149,22399,10560,3524,28,706,93,2110,55505,26112,9953,167,2469,430,18536
46821777,1.252000,518340,345605,132978,1890,78695,3779,254982,111799,51221,20452,447,5237,1298,46729,22393,10557,3524,28,707,89,2122,23177,10627,3525,39,710,91,2334
46923804,1.200000,575693,377241,146359,2182,82597,4548,283642,22925,10575,3525,37,710,93,2144,22373,10595,3524,28,706,91,2071,43023,20239,7544,131,1765,308,12337
47025831,1.200000,507689,342997,131826,1727,78461,3695,249611,22321,9877,3480,37,684,88,1947,22134,10559,3523,28,706,90,1996,22780,10607,3525,38,706,92,2123
47127857,1.288000,593035,380929,147912,2288,82725,4910,292421,22506,9879,3481,36,688,87,1996,22415,10559,3525,28,706,90,2113,60141,29147,11465,198,2725,451,20991
47229886,1.200000,514870,345621,132752,1851,78660,3877,253279,22509,9877,3470,36,690,88,1998,22268,10575,3523,28,706,91,2030,61737,29578,11663,244,2842,493,21603
47331903,1.296000,567853,372829,143721,2072,81792,4608,279779,22577,9875,3463,36,688,88,2026,22277,10565,3524,28,707,90,2008,22953,10575,3525,37,710,89,2244
47433934,1.200000,517189,346060,132693,1830,78696,3883,254439,22332,9877,3454,36,691,86,1926,22271,10559,3524,28,706,91,2082,41970,19623,7462,141,1661,278,11830
47535952,1.280000,545790,362192,139856,1939,80446,4210,268684,22415,9876,3470,36,688,86,1982,22387,10592,3524,29,706,92,2042,22692,10627,3526,37,706,92,2142
47637976,1.204000,548955,363051,139947,1959,80689,4245,270286,22418,9874,3466,36,691,87,1948,22467,10574,3525,28,706,91,2085,59461,28902,11528,201,2651,435,20589
47740091,1.204000,882897,487101,190521,3211,95986,7437,437301,921607,368468,150290,3831,40964,9861,451549,23662,10578,3524,28,706,93,2716,378633,207243,83049,1901,16722,3584,180210
47842144,1.204000,532887,352751,135366,1893,80303,3892,262244,22124,9696,3223,38,673,95,2105,22384,10578,3525,30,706,89,2075,23174,10624,3524,38,710,100,2180
47944169,1.200000,590298,382926,148767,2052,83124,4743,290955,59411,25169,9595,234,2305,630,20435,22598,9875,3485,28,681,87,2111,44886,20081,7472,164,1756,363,13289
48046199,1.200000,515283,347611,133632,1801,79324,3815,253525,22735,10590,3523,37,706,93,2063,22324,10644,3524,28,706,91,2038,22592,10636,3524,36,706,92,2034
48148267,1.196000,679683,415597,162780,2796,85369,6222,335675,58201,26450,9841,219,2594,578,19912,22352,10589,3525,28,706,89,2121,92725,43545,16827,313,4799,1024,36873
48250297,1.196000,519484,349473,134246,1870,79501,3816,255510,22980,10574,3523,38,707,89,2186,22426,10583,3524,28,706,93,2043,57798,26424,10014,209,2510,517,19684
48352318,1.196000,504790,343044,131701,1760,78565,3623,248225,22512,9877,3481,35,687,88,1972,22343,10587,3525,29,706,93,2049,22722,10589,3525,38,710,90,2100
48454346,1.200000,531975,354895,136538,1958,79712,4061,261841,22669,10580,3524,38,706,93,2122,22377,10576,3522,28,706,91,2037,43073,20353,7551,143,1774,334,12389
48556372,1.204000,507121,342769,131723,1780,78303,3606,249394,22437,10558,3524,39,707,91,2051,22358,10587,3523,29,706,91,2063,22595,10560,3526,39,706,91,2115
48658455,1.200000,616963,392804,153105,2400,83737,5252,304387,29087,12974,4698,60,1080,160,5249,22789,9865,3465,28,680,88,2024,66859,33284,12928,203,3567,594,24193
48760486,1.200000,515933,346926,133374,1840,79037,3778,253744,22674,9884,3482,39,685,90,2034,22363,10572,3524,28,706,93,2063,63236,30408,11766,232,2966,551,22226
