time,cpu_percent,virtual_memory,adc_voltage
2023-04-26 14:06:51.515135,18.4,22.6,0.16312997833185827
2023-04-26 14:06:51.537342,0.0,22.6,0.12150370799890133
2023-04-26 14:06:51.553483,0.0,22.6,0.11587853633228554
2023-04-26 14:06:51.569508,0.0,22.6,0.11750358592486344
2023-04-26 14:06:51.585658,14.3,22.6,0.11612854396191291
2023-04-26 14:06:51.601811,14.3,22.6,0.11600354014709922
2023-04-26 14:06:51.617904,0.0,22.6,0.12025366985076448
2023-04-26 14:06:51.634057,14.3,22.6,0.12275374614703817
2023-04-26 14:06:51.650108,0.0,22.6,0.11600354014709922
2023-04-26 14:06:51.666267,12.5,22.6,0.1153785210730308
2023-04-26 14:06:51.682306,0.0,22.6,0.13862923062837612
2023-04-26 14:06:51.698064,0.0,22.6,0.12012866603595079
2023-04-26 14:06:51.714264,14.3,22.6,0.11475350199896238
2023-04-26 14:06:51.730347,14.3,22.6,0.11437849055452132
2023-04-26 14:06:51.746471,0.0,22.6,0.11350346385082553
2023-04-26 14:06:51.762504,0.0,22.6,0.11387847529526658
2023-04-26 14:06:51.778543,0.0,22.6,0.11575353251747185
2023-04-26 14:06:51.794573,0.0,22.6,0.1153785210730308
2023-04-26 14:06:51.810606,0.0,22.6,0.114503494369335
2023-04-26 14:06:51.826652,0.0,22.6,0.1137534714804529
2023-04-26 14:06:51.842689,0.0,22.6,0.11400347911008027
2023-04-26 14:06:51.858738,0.0,22.6,0.11637855159154027
2023-04-26 14:06:51.874764,0.0,22.6,0.11687856685079501
2023-04-26 14:06:51.890913,14.3,22.6,0.11725357829523607
2023-04-26 14:06:51.906988,0.0,22.5,0.11787859736930449
2023-04-26 14:06:51.923136,14.3,22.5,0.11725357829523607
2023-04-26 14:06:51.939180,0.0,22.5,0.11762858973967712
2023-04-26 14:06:51.955280,14.3,22.5,0.11750358592486344
2023-04-26 14:06:51.971331,0.0,22.5,0.1177535935544908
2023-04-26 14:06:51.987377,0.0,22.5,0.12000366222113712
2023-04-26 14:06:52.003425,0.0,22.5,0.11850361644337291
2023-04-26 14:06:52.019495,0.0,22.5,0.11800360118411818
2023-04-26 14:06:52.035665,14.3,22.5,0.11800360118411818
2023-04-26 14:06:52.051723,0.0,22.5,0.11737858211004976
