time,current,cpu_cycles_0,insns_0,cache_hit_0,cache_miss_0,br_insns_0,br_miss_0,bus_cycles_0,cpu_cycles_1,insns_1,cache_hit_1,cache_miss_1,br_insns_1,br_miss_1,bus_cycles_1,cpu_cycles_2,insns_2,cache_hit_2,cache_miss_2,br_insns_2,br_miss_2,bus_cycles_2,cpu_cycles_3,insns_3,cache_hit_3,cache_miss_3,br_insns_3,br_miss_3,bus_cycles_3
12230151,1.204000,32197,15351,5356,55,1322,173,7006,22896,10639,3525,44,706,93,2135,22761,10657,3524,29,706,91,2103,383722,218994,90901,1771,35968,3829,187734
12332215,1.204000,836384,317770,127890,3236,35468,9374,409047,117269,48912,18802,403,5041,1161,49464,32781,10587,3520,28,705,92,7264,440574,234761,96992,2127,38980,4215,216135
12434266,1.204000,35987,16307,5750,77,1416,242,8722,22963,10591,3522,59,710,90,2165,22394,10569,3522,28,707,89,2087,392387,221733,91964,1824,36426,3828,192014
12536365,1.204000,159248,70659,28867,799,7138,1723,70496,68364,31373,11845,237,3017,616,25011,22825,10567,3522,28,707,93,2282,430875,238224,98911,2255,38446,4425,211252
12638392,1.192000,87875,39141,15588,423,3877,922,34696,23431,10572,3520,51,702,90,2390,61559,26985,9962,166,2635,597,21662,440478,251951,104826,1754,40668,4327,216034
12740437,1.200000,33098,15372,5361,61,1329,179,7427,73484,35445,13823,341,3417,648,27544,22980,10616,3521,28,706,91,2230,390123,221210,91567,1860,36868,3829,190852
12842477,1.204000,32529,14662,5320,60,1306,167,7039,43661,20322,7558,154,1753,341,12535,22532,10593,3523,27,706,90,2143,402083,226516,93345,1981,37526,4102,196820
12944509,1.204000,93704,38452,15065,337,4018,1032,37677,74198,36385,14030,332,3523,666,27856,22656,10560,3523,27,706,91,2242,384367,219278,90219,1892,37363,3741,188031
13046542,1.204000,33715,15582,5453,67,1350,187,7702,43903,20466,7628,166,1788,318,12659,22569,10573,3524,27,706,90,2164,392338,222269,92125,1884,36601,3933,191983
13148581,1.204000,32186,14665,5315,55,1304,163,6957,71738,34797,13341,326,3372,654,26639,49417,24013,8864,120,2487,446,15589,390459,220496,91199,1870,36718,3841,191067
13250614,1.204000,32131,15347,5357,54,1330,171,6994,23257,10630,3521,51,710,91,2225,22588,10606,3524,28,706,90,2100,390550,221078,91808,1863,35972,3898,191116
13352640,1.204000,32041,15385,5358,52,1329,169,6945,88943,44120,17038,374,4433,852,35307,22681,10572,3525,27,706,92,2194,392162,221792,91413,1973,36892,3914,191875
13454679,1.204000,34432,16259,5750,57,1425,205,8110,23207,10613,3517,49,710,88,2202,22496,10571,3523,27,706,93,2083,392423,224292,92957,1834,37155,3882,192037
13556720,1.248000,130446,58543,23814,485,6018,1449,56167,88191,42825,16491,383,4281,872,34960,23018,10575,3523,27,706,89,2391,385043,218775,90081,1828,36945,3688,188330
13658755,1.204000,32723,15374,5360,62,1329,178,7235,23490,10659,3523,43,711,92,2455,47151,23639,8700,95,2459,407,14483,388922,223222,92380,1776,37133,3834,190302
13760782,1.204000,68753,30779,11834,244,2978,617,25390,45690,21654,8007,173,1947,362,13645,22980,10638,3524,28,706,90,2285,384123,219053,90438,1850,36528,3754,187948
13862826,1.204000,32629,15353,5359,58,1322,176,7126,60624,28591,10953,197,2626,522,21024,22507,10582,3522,27,707,90,2121,400926,226505,93553,1980,37279,4006,196248
13964850,1.200000,32010,15349,5358,56,1322,176,6946,23001,10611,3521,51,706,90,2214,22502,10595,3524,27,706,91,2117,382869,218428,90338,1784,36257,3839,187284
14066884,1.204000,32728,15585,5444,65,1341,183,7297,106949,50760,19882,435,5257,1082,44303,22605,10570,3523,27,706,92,2220,391549,222694,91934,1887,37312,3891,191572
14169049,1.196000,32206,15360,5359,55,1322,174,7032,23375,10631,3521,52,710,92,2301,47250,23618,8804,102,2216,405,14504,389430,219530,90914,1923,36176,3887,190507
14271092,1.204000,32093,14665,5298,51,1298,165,6885,88480,41618,16057,331,4100,873,35058,22864,10580,3522,27,707,90,2300,388748,221468,91405,1858,37247,3789,190236
