time,cpu_percent_0,cpu_percent_1,cpu_percent_2,cpu_percent_3,virtual_memory,adc_voltage
2023-09-07 16:41:57.185240,0.0,0.0,0.0,0.0,22.1,0.4746394848475601
2023-09-07 16:41:57.297466,100.0,0.0,0.0,0.0,22.1,0.4276380504776147
2023-09-07 16:41:57.408033,100.0,0.0,0.0,0.0,22.1,0.49589013336588644
2023-09-07 16:41:57.518263,100.0,0.0,0.0,0.0,22.1,0.44701364177373576
2023-09-07 16:41:57.628341,100.0,0.0,0.0,0.0,22.1,0.45976403088473156
2023-09-07 16:41:57.738377,100.0,0.0,0.0,0.0,22.1,0.48188970610675375
2023-09-07 16:41:57.848402,100.0,0.0,0.0,0.0,22.1,0.42576299325540945
2023-09-07 16:41:57.958432,100.0,0.0,0.0,0.0,22.1,0.4966401562547685
2023-09-07 16:41:58.068418,100.0,0.0,0.0,0.0,22.1,0.4436385387737663
2023-09-07 16:41:58.178408,100.0,0.0,0.0,0.0,22.1,0.4587640003662221
2023-09-07 16:41:58.288380,100.0,0.0,0.0,0.0,22.1,0.4810146794030579
2023-09-07 16:41:58.398362,100.0,0.0,0.0,0.0,22.1,0.42551298562578205
2023-09-07 16:41:58.508355,100.0,0.0,0.0,0.0,22.1,0.4960151371807001
2023-09-07 16:41:58.618346,100.0,0.0,0.0,0.0,22.1,0.4428885158848842
2023-09-07 16:41:58.728364,100.0,0.0,0.0,0.0,22.1,0.46451417584765164
2023-09-07 16:41:58.838365,100.0,0.0,0.0,0.0,22.1,0.47863960692159796
2023-09-07 16:41:58.948369,100.0,0.0,0.0,0.0,22.1,0.42688802758873257
2023-09-07 16:41:59.058369,100.0,0.0,0.0,0.0,22.1,0.4993902401806696
2023-09-07 16:41:59.168344,100.0,0.0,0.0,0.0,22.1,0.44376354258858003
2023-09-07 16:41:59.278327,100.0,0.0,0.0,0.0,22.1,0.46638923306985686
2023-09-07 16:41:59.388335,100.0,0.0,0.0,0.0,22.1,0.4782645954771569
2023-09-07 16:41:59.498308,100.0,0.0,0.0,0.0,22.1,0.4256379894405958
2023-09-07 16:41:59.608302,100.0,0.0,0.0,0.0,22.1,0.49839020966216013
2023-09-07 16:41:59.718294,100.0,0.0,0.0,0.0,22.1,0.44338853114413895
2023-09-07 16:41:59.828268,100.0,0.0,0.0,0.0,22.1,0.47026435132908107
2023-09-07 16:41:59.938251,100.0,0.0,0.0,0.0,22.1,0.4745144810327464
2023-09-07 16:42:00.048266,100.0,0.0,0.0,0.0,22.1,0.4283880733664968
2023-09-07 16:42:00.158237,100.0,0.0,0.0,0.0,22.1,0.497640186773278
2023-09-07 16:42:00.268221,100.0,0.0,0.0,0.0,22.1,0.4422634968108158
2023-09-07 16:42:00.378253,100.0,0.0,0.0,0.0,22.1,0.4700143436994538
2023-09-07 16:42:00.488290,100.0,0.0,0.0,0.0,22.1,0.47301443525498216
2023-09-07 16:42:00.598262,100.0,0.0,0.0,0.0,22.1,0.42963811151463366
2023-09-07 16:42:00.708307,100.0,0.0,0.0,0.0,22.1,0.4975151829584643
2023-09-07 16:42:00.818293,100.0,0.0,0.0,0.0,22.1,0.4407634510330516
2023-09-07 16:42:00.928446,100.0,0.0,0.0,0.0,22.1,0.4810146794030579
2023-09-07 16:42:01.038645,100.0,0.0,0.0,0.0,22.1,0.4753895077364421
2023-09-07 16:42:01.148613,100.0,0.0,0.0,0.0,22.1,0.42576299325540945
2023-09-07 16:42:01.258599,100.0,0.0,0.0,0.0,22.1,0.49476509903256327
2023-09-07 16:42:01.368549,100.0,0.0,0.0,0.0,22.1,0.4405134434034242
2023-09-07 16:42:01.478539,100.0,0.0,0.0,0.0,22.1,0.471889400921659
2023-09-07 16:42:01.589776,100.0,0.0,0.0,0.0,22.1,0.4873898739585559
2023-09-07 16:42:01.699910,100.0,0.0,0.0,0.0,22.1,0.42963811151463366
2023-09-07 16:42:01.810008,100.0,0.0,0.0,0.0,22.1,0.49088998077333906
2023-09-07 16:42:01.920137,100.0,0.0,0.0,0.0,22.1,0.44913870662556843
2023-09-07 16:42:02.030180,100.0,0.0,0.0,0.0,22.1,0.44701364177373576
2023-09-07 16:42:02.140172,100.0,0.0,0.0,0.0,22.1,0.4886399121066927
2023-09-07 16:42:02.250183,100.0,0.0,0.0,0.0,22.1,0.4302631305887021
2023-09-07 16:42:02.360170,100.0,0.0,0.0,0.0,22.1,0.4946400952177496
2023-09-07 16:42:02.470172,100.0,0.0,0.0,0.0,22.1,0.4482636799218726
2023-09-07 16:42:02.580185,100.0,0.0,0.0,0.0,22.1,0.45013873714407787
2023-09-07 16:42:02.696398,91.7,100.0,0.0,0.0,22.2,0.4357632984405042
2023-09-07 16:42:02.808497,0.0,0.0,0.0,0.0,22.2,0.500015259254738
2023-09-07 16:42:02.918980,0.0,0.0,0.0,0.0,22.2,0.44613861507004
2023-09-07 16:42:03.029415,0.0,0.0,0.0,0.0,22.2,0.4628891262550737
2023-09-07 16:42:03.139890,0.0,0.0,0.0,0.0,22.2,0.4847647938474685
2023-09-07 16:42:03.250205,0.0,0.0,0.0,0.0,22.2,0.43063814203314316
2023-09-07 16:42:03.360210,0.0,0.0,0.0,0.0,22.2,0.4965151524399548
2023-09-07 16:42:03.470203,0.0,0.0,0.0,0.0,22.2,0.44838868373668633
2023-09-07 16:42:03.580179,0.0,0.0,0.0,0.0,22.2,0.4547638782921842
2023-09-07 16:42:03.690170,0.0,0.0,0.0,0.0,22.2,0.48326474806970426
2023-09-07 16:42:03.800193,0.0,0.0,0.0,0.0,22.2,0.429888119144261
2023-09-07 16:42:03.910216,0.0,0.0,0.0,0.0,22.2,0.4993902401806696
2023-09-07 16:42:04.020208,0.0,0.0,0.0,0.0,22.2,0.4463886226996674
2023-09-07 16:42:04.130170,0.0,0.0,0.0,0.0,22.2,0.46076406140324105
2023-09-07 16:42:04.240173,0.0,0.0,0.0,0.0,22.2,0.4841397747734001
2023-09-07 16:42:04.350167,0.0,0.0,0.0,0.0,22.2,0.42863808099612416
2023-09-07 16:42:04.460172,0.0,0.0,0.0,0.0,22.2,0.49814020203253273
2023-09-07 16:42:04.570179,0.0,0.0,0.0,0.0,22.2,0.44663863032929474
2023-09-07 16:42:04.680225,9.1,0.0,0.0,0.0,22.2,0.45888900418103584
2023-09-07 16:42:04.790389,0.0,0.0,0.0,0.0,22.2,0.48501480147709586
2023-09-07 16:42:04.900470,0.0,0.0,0.0,0.0,22.2,0.4291380962553789
2023-09-07 16:42:05.010519,0.0,0.0,0.0,0.0,22.2,0.4946400952177496
2023-09-07 16:42:05.120483,0.0,0.0,0.0,0.0,22.2,0.4451385845515305
2023-09-07 16:42:05.230444,0.0,0.0,0.0,0.0,22.2,0.46101406903286846
2023-09-07 16:42:05.340402,0.0,0.0,0.0,0.0,22.2,0.4831397442548906
2023-09-07 16:42:05.450345,0.0,0.0,0.0,0.0,22.2,0.4273880428479873
2023-09-07 16:42:05.560325,0.0,0.0,0.0,0.0,22.2,0.49714017151402323
2023-09-07 16:42:05.670298,0.0,0.0,0.0,0.0,22.2,0.4436385387737663
2023-09-07 16:42:05.780247,0.0,0.0,0.0,0.0,22.2,0.46501419110690634
2023-09-07 16:42:05.890209,0.0,0.0,0.0,0.0,22.2,0.4745144810327464
2023-09-07 16:42:06.003705,0.0,0.0,0.0,100.0,22.2,0.44313852351451155
2023-09-07 16:42:06.113992,0.0,0.0,0.0,100.0,22.2,0.45826398510696736
2023-09-07 16:42:06.224108,0.0,0.0,0.0,100.0,22.2,0.4826397289956359
2023-09-07 16:42:06.334224,0.0,0.0,0.0,100.0,22.2,0.42588799707022307
2023-09-07 16:42:06.444343,0.0,0.0,0.0,100.0,22.2,0.4965151524399548
2023-09-07 16:42:06.554537,0.0,0.0,0.0,100.0,22.2,0.44813867610705893
2023-09-07 16:42:06.664642,0.0,0.0,0.0,100.0,22.2,0.4478886684774316
2023-09-07 16:42:06.774758,0.0,0.0,0.0,100.0,22.2,0.4870148625141148
2023-09-07 16:42:06.884850,0.0,0.0,0.0,0.0,22.2,0.4323881954405347
2023-09-07 16:42:06.995052,0.0,0.0,0.0,0.0,22.2,0.490514969328898
2023-09-07 16:42:07.105154,0.0,0.0,0.0,0.0,22.2,0.45263881344035156
2023-09-07 16:42:07.215276,0.0,0.0,0.0,0.0,22.2,0.44338853114413895
2023-09-07 16:42:07.325366,0.0,0.0,0.0,0.0,22.2,0.49138999603259376
2023-09-07 16:42:07.435463,0.0,0.0,0.0,0.0,22.2,0.4357632984405042
2023-09-07 16:42:07.545586,0.0,0.0,0.0,0.0,22.2,0.4868898586993011
2023-09-07 16:42:07.655691,0.0,0.0,0.0,0.0,22.2,0.45513888973662525
2023-09-07 16:42:07.765854,0.0,100.0,0.0,0.0,22.2,0.43676332895901365
2023-09-07 16:42:07.875942,0.0,100.0,0.0,0.0,22.2,0.4922650227362896
2023-09-07 16:42:07.986109,0.0,100.0,0.0,0.0,22.2,0.43513827936643573
2023-09-07 16:42:08.096247,0.0,100.0,0.0,0.0,22.2,0.48113968321787165
2023-09-07 16:42:08.212626,0.0,0.0,0.0,100.0,22.2,0.467139255958739
2023-09-07 16:42:08.324701,100.0,0.0,0.0,0.0,22.2,0.48676485488448745
2023-09-07 16:42:08.435215,100.0,0.0,0.0,0.0,22.2,0.43401324503311256
2023-09-07 16:42:08.545872,100.0,0.0,0.0,0.0,22.2,0.4870148625141148
2023-09-07 16:42:08.657977,100.0,0.0,0.0,0.0,22.2,0.48526480910672326
2023-09-07 16:42:08.768406,100.0,0.0,0.0,0.0,22.2,0.43288821069978944
2023-09-07 16:42:08.879052,100.0,0.0,0.0,0.0,22.2,0.48913992736594747
2023-09-07 16:42:08.989495,100.0,0.0,0.0,0.0,22.2,0.45926401562547686
2023-09-07 16:42:09.100006,100.0,0.0,0.0,0.0,22.2,0.43038813440351575
2023-09-07 16:42:09.210201,100.0,0.0,0.0,0.0,22.2,0.4910149845881527
2023-09-07 16:42:09.320215,100.0,0.0,0.0,0.0,22.2,0.43538828699606313
2023-09-07 16:42:09.430190,100.0,0.0,0.0,0.0,22.2,0.48088967558824425
2023-09-07 16:42:09.540176,100.0,0.0,0.0,0.0,22.2,0.4605140537736137
2023-09-07 16:42:09.650191,100.0,0.0,0.0,0.0,22.2,0.43263820307016204
2023-09-07 16:42:09.760177,100.0,0.0,0.0,0.0,22.2,0.49013995788445697
2023-09-07 16:42:09.870195,100.0,0.0,0.0,0.0,22.2,0.4366383251441999
2023-09-07 16:42:09.980178,100.0,0.0,0.0,0.0,22.2,0.481389690847499
2023-09-07 16:42:10.090174,100.0,0.0,0.0,0.0,22.2,0.4550138859218116
2023-09-07 16:42:10.200168,100.0,0.0,0.0,0.0,22.2,0.4348882717368084
2023-09-07 16:42:10.310187,100.0,0.0,0.0,0.0,22.2,0.490514969328898
2023-09-07 16:42:10.420186,100.0,0.0,0.0,0.0,22.2,0.434638264107181
2023-09-07 16:42:10.530180,100.0,0.0,0.0,0.0,22.2,0.48213971373638115
2023-09-07 16:42:10.640191,100.0,0.0,0.0,0.0,22.2,0.4550138859218116
2023-09-07 16:42:10.750191,100.0,0.0,0.0,0.0,22.2,0.4382633747367779
2023-09-07 16:42:10.860227,100.0,0.0,0.0,0.0,22.2,0.4912649922177801
2023-09-07 16:42:10.970189,100.0,0.0,0.0,0.0,22.2,0.43413824884792623
2023-09-07 16:42:11.082204,33.3,0.0,0.0,0.0,22.2,0.47838959929197056
2023-09-07 16:42:11.192939,0.0,0.0,0.0,0.0,22.2,0.4858898281807916
2023-09-07 16:42:11.303032,0.0,0.0,0.0,0.0,22.2,0.4301381267738884
2023-09-07 16:42:11.413154,0.0,0.0,0.0,0.0,22.2,0.4886399121066927
2023-09-07 16:42:11.523212,0.0,0.0,0.0,0.0,22.2,0.44726364940336316
2023-09-07 16:42:11.633298,0.0,0.0,0.0,0.0,22.2,0.4452635883663442
2023-09-07 16:42:11.743387,0.0,0.0,0.0,0.0,22.2,0.4876398815881833
2023-09-07 16:42:11.853475,0.0,0.0,0.0,0.0,22.2,0.4310131534775842
2023-09-07 16:42:11.963567,0.0,0.0,0.0,0.0,22.2,0.4887649159215064
2023-09-07 16:42:12.073726,0.0,0.0,0.0,0.0,22.2,0.4503887447737053
2023-09-07 16:42:12.183836,0.0,0.0,0.0,100.0,22.2,0.43851338236640525
2023-09-07 16:42:12.294005,0.0,0.0,0.0,100.0,22.2,0.4912649922177801
2023-09-07 16:42:12.404127,0.0,0.0,0.0,100.0,22.2,0.434638264107181
2023-09-07 16:42:12.514242,0.0,0.0,0.0,100.0,22.2,0.48326474806970426
2023-09-07 16:42:12.624369,0.0,0.0,0.0,100.0,22.2,0.45563890499588
2023-09-07 16:42:12.734473,0.0,0.0,0.0,100.0,22.2,0.42851307718131043
2023-09-07 16:42:12.844606,0.0,0.0,0.0,100.0,22.2,0.4922650227362896
2023-09-07 16:42:12.954726,0.0,0.0,0.0,100.0,22.2,0.4378883632923368
2023-09-07 16:42:13.064846,0.0,0.0,0.0,0.0,22.2,0.48213971373638115
2023-09-07 16:42:13.174929,0.0,0.0,0.0,0.0,22.2,0.4616390881069369
2023-09-07 16:42:13.285055,0.0,0.0,0.0,0.0,22.2,0.42951310769981993
2023-09-07 16:42:13.395130,0.0,0.0,0.0,0.0,22.2,0.49389007232886745
2023-09-07 16:42:13.505318,0.0,0.0,0.0,0.0,22.2,0.43601330607013156
2023-09-07 16:42:13.615428,0.0,0.0,0.0,0.0,22.2,0.4757645191808832
2023-09-07 16:42:13.731849,0.0,0.0,0.0,0.0,22.3,0.45851399273659477
2023-09-07 16:42:13.843902,100.0,0.0,0.0,100.0,22.3,0.48901492355113374
2023-09-07 16:42:13.954372,100.0,0.0,0.0,100.0,22.3,0.43851338236640525
2023-09-07 16:42:14.065000,100.0,0.0,0.0,0.0,22.3,0.47938962981048006
2023-09-07 16:42:14.175629,100.0,0.0,0.0,0.0,22.3,0.4743894772179327
2023-09-07 16:42:14.286369,100.0,0.0,0.0,0.0,22.3,0.42938810388500626
2023-09-07 16:42:14.397134,100.0,0.0,0.0,0.0,22.4,0.4946400952177496
2023-09-07 16:42:14.507608,100.0,0.0,0.0,0.0,22.4,0.4533888363292337
2023-09-07 16:42:14.618035,100.0,0.0,0.0,0.0,22.4,0.4407634510330516
