time,cpu_percent,virtual_memory,adc_voltage
2023-04-10 13:53:49.347602,17.9,26.0,0.23288210699789422
2023-04-10 13:53:49.377065,0.0,26.0,0.17725540940580461
2023-04-10 13:53:49.400228,0.0,26.0,0.16087990966521193
2023-04-10 13:53:49.423284,10.0,26.0,0.16012988677632983
2023-04-10 13:53:49.446217,0.0,26.0,0.15150462355418562
2023-04-10 13:53:49.469105,0.0,26.0,0.16000488296151616
2023-04-10 13:53:49.492071,10.0,26.0,0.1590048524430067
2023-04-10 13:53:49.515105,10.0,26.0,0.15750480666524247
2023-04-10 13:53:49.538033,0.0,26.0,0.161254921109653
2023-04-10 13:53:49.561026,10.0,26.0,0.15350468459120456
2023-04-10 13:53:49.584030,10.0,26.0,0.15787981810968355
2023-04-10 13:53:49.606976,0.0,26.0,0.16337998596148565
2023-04-10 13:53:49.629980,0.0,26.0,0.15987987914670249
2023-04-10 13:53:49.652895,0.0,26.0,0.15762981048005617
2023-04-10 13:53:49.675858,0.0,26.0,0.156504776146733
2023-04-10 13:53:49.698751,0.0,26.0,0.156504776146733
2023-04-10 13:53:49.721642,0.0,26.0,0.15600476088747825
2023-04-10 13:53:49.744654,10.0,26.0,0.15575475325785088
2023-04-10 13:53:49.767592,0.0,26.0,0.15600476088747825
2023-04-10 13:53:49.790589,0.0,26.0,0.15712979522080142
2023-04-10 13:53:49.813559,0.0,26.0,0.1572547990356151
2023-04-10 13:53:49.836453,0.0,26.0,0.15675478377636037
2023-04-10 13:53:49.859398,0.0,26.0,0.15637977233191933
2023-04-10 13:53:49.882321,0.0,26.0,0.15625476851710562
2023-04-10 13:53:49.905283,10.0,26.0,0.15600476088747825
2023-04-10 13:53:49.928203,0.0,26.0,0.15550474562822353
2023-04-10 13:53:49.951173,0.0,26.0,0.15550474562822353
2023-04-10 13:53:49.974174,11.1,26.0,0.15537974181340986
2023-04-10 13:53:49.997146,0.0,26.0,0.15512973418378248
2023-04-10 13:53:50.020066,0.0,26.0,0.15525473799859615
2023-04-10 13:53:50.043877,10.0,26.0,0.15712979522080142
2023-04-10 13:53:50.066989,0.0,26.0,0.1605048982207709
2023-04-10 13:53:50.090085,0.0,26.0,0.15837983336893827
2023-04-10 13:53:50.113117,10.0,26.0,0.15750480666524247
2023-04-10 13:53:50.136201,44.4,26.3,0.25975792718283636
2023-04-10 13:53:50.160007,77.8,26.5,0.29763408307138284
2023-04-10 13:53:50.183406,11.1,26.5,0.16087990966521193
2023-04-10 13:53:50.206597,11.1,26.5,0.14162932218390453
2023-04-10 13:53:50.230407,10.0,26.5,0.11287844477675711
2023-04-10 13:53:50.253393,0.0,26.5,0.10612823877681814
2023-04-10 13:53:50.276344,0.0,26.5,0.10487820062868129
2023-04-10 13:53:50.299439,25.0,26.5,0.1483795281838435
2023-04-10 13:53:50.323127,25.0,26.5,0.15550474562822353
2023-04-10 13:53:50.347155,11.1,26.5,0.12062868129520554
2023-04-10 13:53:50.370312,0.0,26.5,0.10837830744346447
2023-04-10 13:53:50.393408,0.0,26.5,0.1047531968138676
2023-04-10 13:53:50.416458,0.0,26.5,0.11787859736930449
2023-04-10 13:53:50.440526,0.0,26.5,0.10787829218420972
2023-04-10 13:53:50.464772,12.5,26.5,0.12450379955442976
2023-04-10 13:53:50.488126,11.1,26.5,0.11525351725821711
2023-04-10 13:53:50.511389,0.0,26.5,0.12312875759147923
2023-04-10 13:53:50.534739,18.2,26.5,0.10787829218420972
2023-04-10 13:53:50.558681,12.5,26.5,0.12537882625812558
2023-04-10 13:53:50.582398,10.0,26.5,0.10787829218420972
2023-04-10 13:53:50.605457,11.1,26.5,0.11662855922116765
2023-04-10 13:53:50.628632,0.0,26.5,0.1056282235175634
2023-04-10 13:53:50.651725,0.0,26.5,0.12612884914700767
2023-04-10 13:53:50.675729,18.2,26.5,0.10775328836939604
2023-04-10 13:53:50.698783,0.0,26.4,0.15037958922086248
2023-04-10 13:53:50.722764,50.0,26.4,0.15137961973937195
2023-04-10 13:53:50.746313,22.2,26.4,0.14775450910977508
2023-04-10 13:53:50.769815,11.1,26.4,0.11600354014709922
2023-04-10 13:53:50.792897,0.0,26.4,0.10575322733237709
2023-04-10 13:53:50.815898,0.0,26.4,0.10262813196203498
2023-04-10 13:53:50.838851,0.0,26.4,0.10200311288796655
2023-04-10 13:53:50.861840,11.1,26.4,0.1017531052583392
2023-04-10 13:53:50.884934,10.0,26.4,0.10137809381389813
2023-04-10 13:53:50.907889,11.1,26.4,0.17525534836878567
2023-04-10 13:53:50.931064,25.0,26.4,0.20450624103518786
2023-04-10 13:53:50.954073,36.4,26.4,0.2035062105166784
2023-04-10 13:53:50.977371,0.0,26.4,0.17213025299844356
2023-04-10 13:53:51.000676,0.0,26.4,0.16187994018372143
2023-04-10 13:53:51.023965,0.0,26.4,0.15850483718375194
2023-04-10 13:53:51.047309,0.0,26.4,0.1572547990356151
2023-04-10 13:53:51.070646,0.0,26.4,0.15675478377636037
2023-04-10 13:53:51.093951,0.0,26.4,0.15687978759117407
2023-04-10 13:53:51.117229,12.5,26.4,0.19388091677602465
2023-04-10 13:53:51.140354,25.0,26.4,0.21338151188695945
2023-04-10 13:53:51.163398,30.0,26.4,0.20913138218329416
2023-04-10 13:53:51.186693,0.0,26.4,0.1741303140354625
2023-04-10 13:53:51.210015,0.0,26.4,0.16262996307260352
2023-04-10 13:53:51.233396,11.1,26.4,0.15887984862819302
2023-04-10 13:53:51.256702,0.0,26.4,0.15762981048005617
2023-04-10 13:53:51.280107,0.0,26.4,0.1573798028504288
2023-04-10 13:53:51.303567,10.0,26.4,0.15687978759117407
2023-04-10 13:53:51.326870,0.0,26.4,0.1573798028504288
2023-04-10 13:53:51.350271,0.0,26.5,0.18988079470198677
2023-04-10 13:53:51.374517,44.4,26.6,0.21538157292397841
2023-04-10 13:53:51.398426,22.2,26.6,0.21225647755363627
2023-04-10 13:53:51.422136,20.0,26.6,0.1830055848872341
2023-04-10 13:53:51.445762,11.1,26.6,0.16675508896145513
2023-04-10 13:53:51.469061,0.0,26.6,0.12550383007293925
2023-04-10 13:53:51.492170,10.0,26.6,0.10550321970274971
2023-04-10 13:53:51.515272,10.0,26.6,0.09900302133243813
2023-04-10 13:53:51.538179,0.0,26.6,0.09725296792504655
2023-04-10 13:53:51.561144,0.0,26.6,0.09687795648060549
2023-04-10 13:53:51.584167,10.0,26.6,0.09625293740653706
2023-04-10 13:53:51.607082,0.0,26.6,0.09575292214728233
2023-04-10 13:53:51.629993,0.0,26.6,0.09587792596209602
2023-04-10 13:53:51.652906,0.0,26.6,0.09562791833246864
2023-04-10 13:53:51.675833,0.0,26.6,0.0960029297769097
2023-04-10 13:53:51.698768,0.0,26.6,0.09450288399914548
2023-04-10 13:53:51.721680,0.0,26.6,0.09400286873989075
2023-04-10 13:53:51.744660,10.0,26.6,0.0967529526657918
2023-04-10 13:53:51.767620,0.0,26.6,0.09612793359172338
2023-04-10 13:53:51.790537,0.0,26.6,0.09650294503616444
2023-04-10 13:53:51.813444,0.0,26.6,0.09712796411023286
2023-04-10 13:53:51.836396,0.0,26.6,0.09650294503616444
2023-04-10 13:53:51.859312,0.0,26.6,0.09737797173986022
2023-04-10 13:53:51.882471,20.0,26.6,0.13512912381359293
2023-04-10 13:53:51.905988,0.0,26.6,0.11237842951750236
2023-04-10 13:53:51.929022,0.0,26.6,0.10075307473982971
2023-04-10 13:53:51.952130,10.0,26.6,0.09962804040650655
2023-04-10 13:53:51.975333,10.0,26.6,0.09737797173986022
2023-04-10 13:53:51.998338,0.0,26.6,0.09637794122135075
2023-04-10 13:53:52.021241,0.0,26.6,0.09637794122135075
2023-04-10 13:53:52.044403,10.0,26.6,0.09812799462874233
2023-04-10 13:53:52.067480,0.0,26.6,0.09612793359172338
2023-04-10 13:53:52.090402,0.0,26.6,0.09687795648060549
2023-04-10 13:53:52.113442,0.0,26.6,0.09662794885097813
2023-04-10 13:53:52.136344,0.0,26.6,0.09612793359172338
2023-04-10 13:53:52.159255,0.0,26.6,0.0967529526657918
2023-04-10 13:53:52.182271,0.0,26.6,0.09625293740653706
2023-04-10 13:53:52.205309,10.0,26.6,0.09637794122135075
2023-04-10 13:53:52.228232,0.0,26.6,0.09637794122135075
2023-04-10 13:53:52.251213,0.0,26.6,0.09625293740653706
2023-04-10 13:53:52.274291,11.1,26.6,0.09575292214728233
2023-04-10 13:53:52.297199,0.0,26.6,0.09550291451765495
2023-04-10 13:53:52.320103,0.0,26.6,0.09662794885097813
2023-04-10 13:53:52.343181,10.0,26.6,0.09637794122135075
2023-04-10 13:53:52.366110,0.0,26.6,0.09587792596209602
2023-04-10 13:53:52.389032,0.0,26.6,0.09575292214728233
2023-04-10 13:53:52.412094,11.1,26.6,0.09637794122135075
2023-04-10 13:53:52.435161,10.0,26.6,0.09625293740653706
2023-04-10 13:53:52.458085,0.0,26.6,0.09637794122135075
2023-04-10 13:53:52.481078,0.0,26.6,0.0967529526657918
2023-04-10 13:53:52.504155,10.0,26.6,0.09625293740653706
2023-04-10 13:53:52.527072,0.0,26.6,0.09612793359172338
2023-04-10 13:53:52.550039,0.0,26.6,0.09637794122135075
2023-04-10 13:53:52.573106,10.0,26.6,0.09625293740653706
2023-04-10 13:53:52.596051,0.0,26.6,0.09625293740653706
2023-04-10 13:53:52.618974,0.0,26.6,0.09625293740653706
2023-04-10 13:53:52.641950,10.0,26.6,0.0960029297769097
2023-04-10 13:53:52.664929,10.0,26.6,0.0960029297769097
2023-04-10 13:53:52.687825,0.0,26.6,0.09625293740653706
2023-04-10 13:53:52.710871,10.0,26.6,0.09662794885097813
2023-04-10 13:53:52.733817,0.0,26.6,0.0952529068880276
2023-04-10 13:53:52.756722,0.0,26.6,0.09575292214728233
2023-04-10 13:53:52.779694,10.0,26.6,0.09562791833246864
2023-04-10 13:53:52.802643,11.1,26.6,0.09537791070284128
2023-04-10 13:53:52.825601,0.0,26.6,0.0960029297769097
2023-04-10 13:53:52.848501,0.0,26.6,0.09487789544358653
2023-04-10 13:53:52.871448,0.0,26.6,0.0960029297769097
2023-04-10 13:53:52.894437,10.0,26.6,0.09550291451765495
2023-04-10 13:53:52.917347,0.0,26.6,0.09662794885097813
2023-04-10 13:53:52.940295,0.0,26.6,0.09612793359172338
2023-04-10 13:53:52.963307,10.0,26.6,0.0952529068880276
2023-04-10 13:53:52.986212,0.0,26.6,0.09550291451765495
2023-04-10 13:53:53.009136,0.0,26.6,0.09650294503616444
2023-04-10 13:53:53.032127,10.0,26.6,0.09575292214728233
2023-04-10 13:53:53.055092,11.1,26.6,0.09662794885097813
2023-04-10 13:53:53.078048,0.0,26.6,0.09462788781395917
2023-04-10 13:53:53.101046,10.0,26.6,0.09500289925840022
2023-04-10 13:53:53.124051,10.0,26.6,0.09587792596209602
2023-04-10 13:53:53.146955,0.0,26.6,0.09650294503616444
2023-04-10 13:53:53.169921,10.0,26.6,0.09637794122135075
2023-04-10 13:53:53.192874,11.1,26.6,0.09687795648060549
2023-04-10 13:53:53.215796,0.0,26.6,0.09637794122135075
2023-04-10 13:53:53.238694,0.0,26.6,0.09550291451765495
2023-04-10 13:53:53.261599,0.0,26.6,0.09650294503616444
2023-04-10 13:53:53.284570,10.0,26.6,0.09562791833246864
2023-04-10 13:53:53.307495,0.0,26.6,0.09662794885097813
2023-04-10 13:53:53.330431,0.0,26.6,0.09637794122135075
2023-04-10 13:53:53.353371,0.0,26.6,0.09637794122135075
2023-04-10 13:53:53.376265,0.0,26.6,0.09612793359172338
2023-04-10 13:53:53.399154,0.0,26.6,0.0952529068880276
2023-04-10 13:53:53.422131,11.1,26.6,0.09637794122135075
2023-04-10 13:53:53.446325,9.1,26.6,0.09637794122135075
2023-04-10 13:53:53.469307,0.0,26.6,0.0960029297769097
2023-04-10 13:53:53.492271,0.0,26.6,0.09587792596209602
2023-04-10 13:53:53.515238,10.0,26.6,0.0960029297769097
2023-04-10 13:53:53.538122,0.0,26.6,0.09637794122135075
2023-04-10 13:53:53.561071,0.0,26.6,0.0960029297769097
